"kode","nama","tanggal_expired","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"2131","MG-40 SYRUP PER 50ML","8/31/2026","BOTOL/DROP","SYR","BIASA","111","16","0","11","421.8","0:00","11:00"
"2132","ASTEROL SIRUP","","BOTOL/DROP","SYR","BIASA","0","16","47.73","11","47.73","0:00","0:00"
"2133","OB COMBI ANTITUSSIV 60ML","","BOTOL/DROP","SYR","BIASA","0","16","14.191","11","14.191","0:00","0:00"
"2134","LANOS DROPS","9/30/2026","BOTOL/DROP","SYR","BIASA","52.725","16","0","11","49.95","0:00","12:00"
"2135","LANOS PLUS SYRUP 60ML","","BOTOL/DROP","SYR","BIASA","0","16","44.4","11","44.4","0:00","0:00"
"2136","DROXAL FORTE SYR","","TABLETLET","NASAL DROP","BIASA","0","16","94.35","11","94.35","0:00","0:00"
"2137","MOMILEN NURSING 15GR","","TUBE","SLP","BIASA","0","16","25","11","25","0:00","0:00"
"2138","PROMUCIL TABLET EFF PER TUBE","8/30/2026","TUBE","TABLET","BIASA","88.8","16","0","11","88.8","0:00","16:00"
"2139","KERTAS PERKAMEN","","TABLETLET","NASAL DROP","BIASA","0","16","14","11","14","0:00","-15.00"
"2140","NSC (NOVELL SMOOTHING CREAM)","","TABLETLET","NASAL DROP","BIASA","0","17","244.2","11","244.2","0:00","0:00"
"2141","ACARBOSE 100MG","12/30/2025","TABLETLET","TABLET","BIASA","1.93","25","0","11","1.93","0:00","910:00:00"
"2142","LADENUM","1/30/2026","KAPSULUL","TABLET","BIASA","11.026","16","0","11","9.824","0:00","102:00:00"
"2143","ALBUTROP KAPSULUL","","KAPSULUL","TABLET","BIASA","0","16","4.718","11","4.718","0:00","0:00"
"2144","SARUNG TANGAN M / BOX","1/30/2029","BOX","BBS","BIASA","61","16","0","11","61","0:00","1:00"
"2145","LAPIBAL 250MCG KAPSUL","","KAPSULUL","TABLET","BIASA","0","16","1.943","11","1.943","0:00","0:00"
"2146","MALTOFER SYRUP 150ML","","BOTOL/DROP","SYR","BIASA","0","16","69.375","11","69.375","0:00","0:00"
"2147","MYDORAL 200MG","","TABLETLET","NASAL DROP","BIASA","0","16","4.662","11","4.662","0:00","0:00"
"2148","INTERLAC+VIT D3","11/30/2025","TABLETLET","TABLET","BIASA","13.443","16","0","11","12.802","0:00","105:00:00"
"2149","URI CRAN PER'10","","TABLETLET","NASAL DROP","BIASA","0","16","71","11","71","0:00","0:00"
"2150","URI CRAN PER 10","","TABLETLET","NASAL DROP","BIASA","0","16","71","11","71","0:00","0:00"
"2151","COTTON BUD SD ANAK","","TABLETLET","NASAL DROP","BIASA","0","16","4.44","11","4.44","0:00","0:00"
"2152","INSTO COOL","6/30/2026","BOTOL/DROP","ED","BIASA","0","16","14.763","11","14.191","0:00","1:00"
"2153","POT SALEP BESAR (30,50GR)","","TUBE","BBS","BIASA","2","20","0","20","2","0:00","51:00:00"
"2154","PESARIUM RING 6.5","","BOX","BBS","BIASA","0","16","80","11","80","0:00","0:00"
"2155","CANERGY","","TABLETLET","TABLET","BIASA","0","16","8.325","11","8.325","0:00","0:00"
"2156","SIMFIX 200MG","","TABLETLET","TABLET","BIASA","0","16","33.3","11","33.3","0:00","0:00"
"2157","PEDILAX SACHETET 17GRAM","4/30/2026","STRIP","ORAL","BIASA","27.195","16","0","11","24.42","0:00","31:00:00"
"2158","NALITIK 200MG","2/28/2026","TABLETLET","Oral","BIASA","2.775","16","0","11","2.775","0:00","125:00:00"
"2159","CEFSPAN 200MG","","TABLETLET","TABLET","BIASA","0","16","47.73","11","47.73","0:00","0:00"
"2160","TRILAC INJ 10MG/ML","","TUBE","INJEKSI","BIASA","0","16","122.1","11","122.1","0:00","0:00"
"2161","SKINTEX 5GRAM","","TUBE","SLP","BIASA","0","16","8.88","11","8.88","0:00","0:00"
"2162","SARUNG TANGAN STERIL 7.5/8","","TABLETLET","NASAL DROP","BIASA","7.5","16","0","11","7.5","0:00","16:00"
"2163","PD SPUIT 1ML","","TABLETLET","NASAL DROP","BIASA","0","16","1.554","11","1.554","0:00","0:00"
"2164","PD SPUIT 3ML","","TABLETLET","NASAL DROP","BIASA","0","16","1.665","11","1.665","0:00","0:00"
"2165","PD SPUIT 5ML","","TABLETLET","NASAL DROP","BIASA","0","16","1.776","11","1.776","0:00","0:00"
"2166","PD SPUIT 10ML","","TABLETLET","NASAL DROP","BIASA","0","16","2.442","11","2.442","0:00","0:00"
"2167","DAZOLIN N OVULA","","BOX","OVULA","BIASA","0","16","16.095","11","16.095","0:00","0:00"
"2168","GENALSIK 80MG","1/30/2027","TABLETLET","ORAL","BIASA","8.88","16","0","11","8.88","0:00","220:00:00"
"2169","GENALSIK 40MG","10/3/2027","TABLETLET","ORAL","BIASA","4.44","16","0","11","4.44","0:00","60:00:00"
"2170","PAGODA PASTILES 10GR","","TABLETLET","NASAL DROP","BIASA","0","16","3.33","11","3.33","0:00","0:00"
"2171","FLUIMUCIL SACHETET 200MG","","STRIP","BBS","BIASA","0","16","6.993","11","6.993","0:00","0:00"
"2172","SUCRALBAT SYRUP 100ML","5/30/2025","BOTOL/DROP","SYR","BIASA","84.36","16","0","11","79.92","0:00","1:00"
"2173","LACOMA ED","","BOTOL/DROP","ED","BIASA","0","16","99.9","11","99.9","0:00","0:00"
"2174","APETIC FORTE SYR","9/30/2026","BOTOL/DROP","SYR","BIASA","42.18","16","0","11","39.96","0:00","13:00"
"2175","PANTERA 20MG","","TABLETLET","TABLET","BIASA","0","16","14.43","11","14.43","0:00","0:00"
"2176","LAMOFER TM","","BOTOL/DROP","ED","BIASA","0","17","116.55","11","116.55","0:00","0:00"
"2177","ZOLTA 10MG","10/30/2026","TABLETLET","TABLETLET","PSIKOTROPIKA","7.215","25","0","25","7.215","0:00","9:00"
"2178","EVALEN CREAM 10GR","","TABLETLET","NASAL DROP","BIASA","0","16","49.95","11","49.95","0:00","0:00"
"2179","FEMAPLEX 2.5MG","12/30/2026","TABLETLET","TABLET","BIASA","18.5","16","0","11","18.5","0:00","15:00"
"2180","OBDHAMIN","","TABLETLET","TABLET","BIASA","0","16","4.86","11","4.718","0:00","0:00"
"2181","OXCAL","","KAPSULUL","NASAL DROP","BIASA","0","16","4.288","11","4.163","0:00","0:00"
"2182","DOMPERIDONE SYR 60ML","","BOTOL/DROP","SYR","BIASA","0","16","16.65","11","16.65","0:00","0:00"
"2183","NEUROSANTIN 300MG","8/30/2026","KAPSULUL","Oral","BIASA","7.548","16","0","11","7.215","0:00","213:00:00"
"2184","LITRAMED ANAESTHETIC PEEL OFF","","TABLETLET","NASAL DROP","BIASA","0","16","216.45","11","216.45","0:00","0:00"
"2185","NUTRIMUNO","","BOX","BBS","BIASA","0","16","9.158","11","9.158","0:00","0:00"
"2186","FORBETES 500 XR","7/30/2026","TABLETLET","ORAL","BIASA","2.165","16","0","11","2.054","0:00","30:00:00"
"2187","TALOX 10MG","8/30/2027","TABLETLET","TABLET","BIASA","9.99","20","0","20","9.99","0:00","120:00:00"
"2188","PROBABY BATH CAREFULL 100ML","","TABLETLET","NASAL DROP","BIASA","0","16","8.074","11","8.074","0:00","0:00"
"2189","LIVATOR 20MG","7/31/2025","TABLETLET","TABLET","BIASA","0","16","0","11","14.43","0:00","471:00:00"
"2190","ESOFER DR 40MG","4/30/2025","TABLETLET","ORAL","BIASA","15.54","16","0","11","15.54","0:00","5:00"
"2191","L-VIT D3 DROP","10/31/2026","BOTOL/DROP","SYR","BIASA","47.175","16","0","11","47.175","0:00","6:00"
"2192","PHYSIOMER BABY","10/30/2025","BOTOL","NASAL DROP","BIASA","213.287","16","0","11","203.13","0:00","1:00"
"2193","ERYSANBE 500MG","12/30/2025","TABLETLET","TABLET","BIASA","3.497","16","0","11","3.275","0:00","58:00:00"
"2194","KINGVIT","8/30/2026","KAPSULUL","Oral","BIASA","8.88","16","0","11","7.955","0:00","110:00:00"
"2195","QUEENVIT","7/30/2026","KAPSULUL","TABLET","BIASA","8.88","16","0","11","7.955","0:00","105:00:00"
"2196","GLUBIO E","","TABLETLET","NASAL DROP","BIASA","0","16","15.725","11","15.725","0:00","0:00"
"2197","B-BETA 2.5MG","","TABLETLET","TABLET","BIASA","0","16","2.775","11","2.775","0:00","0:00"
"2198","JANUMET 50/500MG","1/30/2026","TABLETLET","TABLET","BIASA","9.692","16","0","11","9.692","0:00","30:00:00"
"2199","JANUVIA 100MG","12/30/2025","TABLETLET","Oral","BIASA","18.051","16","0","11","18.051","0:00","40:00:00"
"2200","OLANZAPINE 10MG","","TABLETLET","TABLET","BIASA","0","20","4.381","20","4.381","0:00","0:00"
"2201","BONE KIDZ TABLET","","BOTOL/DROP","TABLET","BIASA","0","16","22.2","11","22.2","0:00","0:00"
"2202","ESOLA 20MG TABLET","9/30/2026","TABLETLET","TABLET","BIASA","13.32","16","0","11","12.21","0:00","70:00:00"
"2203","CARTIFIT","","TABLETLET","TABLET","BIASA","0","16","7.77","11","7.77","0:00","0:00"
"2204","DTRIVIT 4000","9/30/2026","TABLETLET","ORAL","BIASA","3.33","16","0","11","3.33","0:00","81:00:00"
"2205","BISOVEL 2.5MG","","TABLETLET","NASAL DROP","BIASA","0","16","2.22","11","2.22","0:00","0:00"
"2206","SANSULIN LOG-G","8/30/2025","PEN","INJEKSI","BIASA","209.901","16","0","11","204.795","0:00","5:00"
"2207","PARAM KOCOK 75ML","","TABLETLET","NASAL DROP","BIASA","0","16","14.43","11","14.43","0:00","0:00"
"2208","INSTO MOIST 7.5ML","","TABLETLET","NASAL DROP","BIASA","0","16","12.654","11","12.654","0:00","0:00"
"2209","IGLODEP TABLET","","TABLETLET","TABLET","BIASA","0","16","11.47","11","11.47","0:00","0:00"
"2210","LAFALOS CR 35 GR","","TUBE","SLP","BIASA","0","16","23.477","11","23.477","0:00","0:00"
"2211","PESARIUM RUSH 7","","TABLETLET","BBS","BIASA","0","16","530.556","11","530.556","0:00","0:00"
"2212","PROCOLIC TABLET","4/30/2026","TABLETLET","ORAL","BIASA","2.498","16","0","11","2.498","0:00","109:00:00"
"2213","TALERGI","","TABLETLET","NASAL DROP","BIASA","0","16","222","11","222","0:00","0:00"
"2214","KASA STERIL ONEMED","","BOX","BBS","BIASA","5.772","16","0","11","5.772","0:00","17:00"
"2215","ADAPT","1/30/2026","TABLETLET","TABLET","BIASA","6.827","20","0","20","6.827","0:00","287:00:00"
"2216","KOLSIN 0.5MG","5/30/2026","TABLETLET","TABLET","BIASA","3.552","16","0","11","3.552","0:00","52:00:00"
"2217","HB VIT","","TABLETLET","TABLET","BIASA","0","16","3.441","11","3.441","0:00","0:00"
"2218","TISU MAGIC MERAH/HITAM","","TABLETLET","NASAL DROP","BIASA","0","16","10.817","11","10.817","0:00","0:00"
"2219","SELBIX 25MG","11/30/2028","TABLETLET","NASAL DROP","BIASA","4.44","16","0","11","4.44","0:00","85:00:00"
"2220","NUZOLAM 1MG","10/30/2026","TABLETLET","TABLET","BIASA","5.55","25","0","25","5.55","0:00","445:00:00"
"2221","VALRIN 80MG","","TABLETLET","TABLET","BIASA","0","16","5.545","11","5.545","0:00","0:00"
"2222","VALRIN 160MG","5/30/2026","TABLETLET","TABLET","BIASA","7.215","16","0","11","7.215","0:00","654:00:00"
"2223","BLOPIN 16MG","10/30/2025","TABLETLET","NASAL DROP","BIASA","8.936","16","0","11","8.51","0:00","55:00:00"
"2224","XYBAT 5MG","","TABLETLET","TABLET","BIASA","5.828","16","0","11","5.55","0:00","44:00:00"
"2225","FOLIMID KAPSULUL","3/30/2025","KAPSULUL","TABLET","BIASA","4.363","16","0","11","4.255","0:00","60:00:00"
"2226","PAVARTAN 80MG","","TABLETLET","TABLET","BIASA","0","16","5.476","11","5.476","0:00","0:00"
"2227","CEMAKC 0,1%","2/28/2026","FL","DROP","BIASA","1,750,000","16","0","11","1,942,500","0:00","0:00"
"2228","CEMAKC 1%","8/20/2026","FL","NASAL DROP","BIASA","8,000,000","16","0","11","888","0:00","0:00"
"2229","DIPROGENTA CR","","TABLETLET","NASAL DROP","BIASA","0","16","76.108","11","76.108","0:00","0:00"
"2230","RIZODAL 2MG","6/30/2026","BOX","ORAL","BIASA","8.88","0","0","0","0","0:00","538:00:00"
"2231","SALONPAS KOYO BIRU","6/30/2027","","LUAR","BIASA","6.527","0","0","0","0","0:00","9:00"
"2232","SALONPAS KOYO MERAH","3/30/2028","","LUAR","BIASA","6.215","0","0","0","0","0:00","4:00"
"2233","ASPAR K","4/30/2025","","","","3.321","0","0","0","0","0:00","111:00:00"
"2234","BETADINE KUMUR 190ML","7/30/2027","BOTOL","ORAL","BIASA","36.014","0","0","0","0","0:00","1:00"
"2235","BETADINE KUMUR 100ML","4/30/2027","BOTOL","LUAR","BIASA","23.899","0","0","0","0","0:00","5:00"
"2236","Needle 23 BD","12/30/2025","","","","60","0","0","0","0","0:00","1:00"
"2237","TANTUM VERDE 120ML","7/30/2027","BOTOL","LUAR","BIASA","0","0","0","0","0","0:00","1:00"
"2238","ALGANAX 0,25 MG","12/30/2025","TABLETLET","ORAL","PSIKOTROPIKA","2.498","0","0","0","0","0:00","143:00:00"
"2239","VEGETA HERBAL","12/29/2024","SACHET","PULV","BIASA","0","0","0","0","0","0:00","74:00:00"
"2240","CLORILEX 25MG","2/28/2026","BOX","ORAL","BIASA","4.44","0","0","0","0","0:00","302:00:00"
"2241","TANTUM VERDE 60ML","5/30/2027","BOTOL","LUAR","BIASA","24.42","0","0","0","0","0:00","1:00"
"2242","Dermafix T 10x25","12/30/2029","","","","16.85","0","0","0","0","0:00","10:00"
"2243","SILEX SYR","9/30/2025","FLS","SYR","BIASA","71.54","0","0","0","0","0:00","3:00"
"2244","ALMEN 5MG","2/28/2026","BOX","ORAL","BIASA","23.31","0","0","0","0","0:00","107:00:00"
"2245","ANADIUM","9/30/2026","","","","9.324","0","0","0","0","0:00","77:00:00"
"2246","FG TROCHES","2/20/2026","TABLET","TABLET","BIASA","0","0","0","0","0","0:00","100:00:00"
"2247","HEXADOL GARGLE 60ML","11/30/2026","BOTOL","LUAR","BIASA","18.87","0","0","0","0","0:00","1:00"
"2248","DEGIROL LOZ 100","2/20/2028","TABLET","TABLET","BIASA","1.177","0","0","0","0","0:00","25:00:00"
"2249","CIMANTIN 10MG","5/30/2025","BOX","ORAL","BIASA","27.75","0","0","0","0","0:00","18:00"
"2250","DULCOLAX TABLET 5MG","9/30/2025","TABLETLET","ORAL","BIASA","2.323","0","0","0","0","0:00","14:00"
"2251","ASPILET 80 CHEW","4/30/2025","","","","633","0","0","0","0","0:00","525:00:00"
"2252","ROHTO COOL TM","6/30/2027","BOTOL","LUAR","BIASA","16.234","0","0","0","0","0:00","3:00"
"2253","OB HERBAL 100 ML","12/31/2025","FLS","SYR","BIASA","21.1","0","0","0","0","0:00","1:00"
"2254","Q-PIN 100MG","10/30/2025","BOX","ORAL","BIASA","11.574","0","0","0","0","0:00","50:00:00"
"2255","ACETIN 600 EFF","9/30/2026","","","","111","0","0","0","0","0:00","3:00"
"2256","ROHTO TM","1/30/2027","BOTOL","LUAR","BIASA","11.738","0","0","0","0","0:00","3:00"
"2257","Q-PIN 25MG","11/30/2025","BOX","ORAL","BIASA","9.8","0","0","0","0","0:00","60:00:00"
"2258","Cervical Collar","12/29/2026","","","","125","0","0","0","0","0:00","1:00"
"2259","OBH COMBI BP 60 ML","7/31/2026","BOTOL/DROP","ORAL","BIASA","14.208","0","0","0","0","0:00","1:00"
"2260","NEOZEP F /STRIP","4/30/2026","TABLETLET","ORAL","BIASA","0","0","0","0","0","0:00","25:00:00"
"2261","ASCARDIA 80","6/30/2026","","","","1.086","0","0","0","0","0:00","90:00:00"
"2262","BISOLVON EXTRA 60ML","12/31/2026","FLS","SYR","BIASA","48.886","0","0","0","0","0:00","2:00"
"2263","LODOMER 2MG","5/30/2025","BOX","ORAL","BIASA","1.213","0","0","0","0","0:00","189:00:00"
"2264","LASAL 4MG","11/30/2028","KAPSULUL","KAPSULUL","BIASA","2.498","0","0","0","0","0:00","190:00:00"
"2265","ACETIN KAPSULUL","10/30/2026","","","","2.664","0","0","0","0","0:00","60:00:00"
"2266","Sensi Pads","12/30/2029","","","","38.5","0","0","0","0","0:00","1:00"
"2267","AMOXSAN 250 DIPS","5/30/2026","","","","1.665","0","0","0","0","0:00","178:00:00"
"2268","NEUROBION PER TABLET","7/30/2026","TABLET","TABLET","BIASA","2.463","0","0","0","0","0:00","220:00:00"
"2269","ARDIUM","6/30/2028","","","","9.424","0","0","0","0","0:00","48:00:00"
"2270","ATARAX 0,5 MG","9/30/2025","TABLETLET","ORAL","PSIKOTROPIKA","2.003","0","0","0","0","0:00","769:00:00"
"2271","ZYPIN 5MG","9/30/2025","BOX","ORAL","BIASA","8.69","0","0","0","0","0:00","27:00:00"
"2272","CURCUMA TABLET","4/30/2026","TABLET","TABLET","BIASA","1.083","0","0","0","0","0:00","42:00:00"
"2273","STELOSI 5MG","8/30/2026","BOX","ORAL","BIASA","642","0","0","0","0","0:00","2,870.00"
"2274","Dermafix T 5x7","12/29/2028","","","","2","0","0","0","0","0:00","16:00"
"2275","AHFC","3/30/2027","","","","18.5","0","0","0","0","0:00","70:00:00"
"2276","ESTER C PER TABLET","3/30/2026","TABLET","ORAL","BIASA","0","0","0","0","0","0:00","36:00:00"
"2277","ALLORIS TABLET","2/28/2026","","","","5.55","0","0","0","0","0:00","51:00:00"
"2278","ATIVAN 2 MG","5/30/2026","TABLETLET","ORAL","PSIKOTROPIKA","6.05","0","0","0","0","0:00","159:00:00"
"2279","ENERVON C PER STRIP","4/30/2026","TABLET","ORAL","BIASA","0","0","0","0","0","0:00","22:00"
"2280","VICKS DEWASA 54ML","6/30/2026","BOTOL/DROP","ORAL","BIASA","18.863","0","0","0","0","0:00","3:00"
"2281","DECOLGEN PER STRIP","3/30/2026","TABLET","ORAL","BIASA","1.881","0","0","0","0","0:00","3:00"
"2282","Hansaplast Roll 1.25","12/29/2024","","","","3.635","0","0","0","0","0:00","3:00"
"2283","NUZIP 100MG","10/30/2025","BOX","ORAL","BIASA","21.978","0","0","0","0","0:00","60:00:00"
"2284","WOODS EXP 100ML","12/31/2025","FLS","SYR","BIASA","31.001","0","0","0","0","0:00","2:00"
"2285","BALSAM GELIGA 40GR","12/30/2028","BOTOL","LUAR","BIASA","0","0","0","0","0","0:00","2:00"
"2286","WOODS ATT 100ML","2/28/2026","BOTOL/DROP","ORAL","BIASA","33.001","0","0","0","0","0:00","3:00"
"2287","RISPERIDONE 2MG","6/30/2027","BOX","ORAL","BIASA","2.397","0","0","0","0","0:00","415:00:00"
"2288","BALSAM GELIGA 20GR","12/30/2028","BOTOL","LUAR","BIASA","8.048","0","0","0","0","0:00","1:00"
"2289","Hansaplast Elastis","12/29/2024","","","","283","0","0","0","0","0:00","228:00:00"
"2290","ACTIFED SYR MERAH 60ML","12/29/2024","FLS","SYR","BIASA","58.164","0","0","0","0","0:00","3:00"
"2291","ARGIMEP EFF","11/30/2026","","","","55.5","0","0","0","0","0:00","22:00"
"2292","MADU TJ JRK/STRW SACHET","8/30/2025","SACHET","ORAL","BIASA","777","0","0","0","0","0:00","5:00"
"2293","BALSAM LANG 40GR","5/30/2026","BOTOL","LUAR","BIASA","16.44","0","0","0","0","0:00","1:00"
"2294","ACTIFED EXP SYR HJ 60ML","12/29/2024","FLS","SYR","BIASA","58.164","0","0","0","0","0:00","3:00"
"2295","FRIDEP 50MG","2/28/2025","BOX","ORAL","BIASA","10.36","0","0","0","0","0:00","117:00:00"
"2296","FEROPLUS EFF","4/30/2025","FL","ORAL","BIASA","98.79","0","0","0","0","0:00","3:00"
"2297","ADALAT OROS 30 MG","11/30/2026","","","","9.947","0","0","0","0","0:00","50:00:00"
"2298","BALSAM LANG 20 GR","12/29/2024","BOTOL","LUAR","BIASA","8.048","0","0","0","0","0:00","0:00"
"2299","CDR FRUIT PUNCH / SWEET","5/30/2026","FL","EFF","BIASA","0","0","0","0","0","0:00","1:00"
"2300","NOPRES 20MG","8/30/2028","BOX","ORAL","BIASA","1.11","0","0","0","0","0:00","203:00:00"
"2301","VICKS VAPORUB 50GR","10/30/2025","POT","LUAR","BIASA","33.511","0","0","0","0","0:00","1:00"
"2302","REDOXON EFF","1/30/2027","FL","TABLET","BIASA","0","0","0","0","0","0:00","1:00"
"2303","BRAINACT 500 MG","8/30/2026","","","","19.055","0","0","0","0","0:00","70:00:00"
"2304","SILADEX 30ML (ALL VAR)","8/31/2025","FLS","SYR","BIASA","7.659","0","0","0","0","0:00","1:00"
"2305","PROTECAL DEF EFF TUBE","2/28/2026","FL","EFF","BIASA","34.41","0","0","0","0","0:00","2:00"
"2306","VICKS VAPORUB 25GR","10/30/2025","POT","LUAR","BIASA","0","0","0","0","0","0:00","2:00"
"2307","OBH ITRASAL SYR","12/29/2024","FLS","SYR","BIASA","6.964","0","0","0","0","0:00","1:00"
"2308","BECEFORT","11/30/2025","","","","1.563","0","0","0","0","0:00","70:00:00"
"2309","VICKS VAPORUB 10GR","1/30/2024","POT","LUAR","BIASA","7.471","0","0","0","0","0:00","4:00"
"2310","ESILGAN 2 MG","1/30/2027","TABLETLET","ORAL","PSIKOTROPIKA","7.548","0","0","0","0","0:00","729:00:00"
"2311","ROVAPRO 10MG","4/30/2026","BOX","ORAL","BIASA","4.995","0","0","0","0","0:00","157:00:00"
"2312","PARATUSIN SYR 60ML","1/31/2026","FLS","SYR","BIASA","36.242","0","0","0","0","0:00","1:00"
"2313","PROTECAL SOLID EFF TUBE","4/30/2025","FL","EFF","BIASA","34.41","0","0","0","0","0:00","1:00"
"2314","PROTECAL SOLID EFF SACHET","12/30/2025","FL","EFF","BIASA","3.441","0","0","0","0","0:00","6:00"
"2315","BALSAM KAKI TIGA 20GR","10/30/2026","POT","LUAR","BIASA","8.605","0","0","0","0","0:00","1:00"
"2316","EUFORIS 2 MG","1/30/2026","TABLETLET","ORAL","PSIKOTROPIKA","8.048","0","0","0","0","0:00","257:00:00"
"2317","LEVOPAR","2/28/2026","TABLETLET","ORAL","BIASA","4.44","0","0","0","0","0:00","87:00:00"
"2318","CURCUMA+SHARPY ORANGE / STRAW","12/31/2025","FLS","SYR","BIASA","15.207","0","0","0","0","0:00","2:00"
"2319","PROMAG PER STRIP","2/28/2027","TABLET","TABLET","BIASA","7.767","0","0","0","0","0:00","9:00"
"2320","DOGMATIL","8/30/2025","BOX","ORAL","BIASA","3.982","0","0","0","0","0:00","138:00:00"
"2321","FRIXITAS 0,5 MG","12/30/2025","TABLETLET","ORAL","PSIKOTROPIKA","3.552","0","0","0","0","0:00","417:00:00"
"2322","BUFABRON 130MG","4/30/2026","BOX","ORAL","BIASA","1.5","0","0","0","0","0:00","214:00:00"
"2323","FITAJOINT 35 ROLLGEL","9/30/2027","BOTOL","LUAR","BIASA","83.25","0","0","0","0","0:00","4:00"
"2324","BISOLVON TABLET","8/30/2026","","","","2.503","0","0","0","0","0:00","819:00:00"
"2325","SAKATONIK ABC ALL","5/31/2026","TABLET","TABLET","BIASA","17","0","0","0","0","0:00","3:00"
"2326","NUDEP 50MG","4/30/2026","BOX","ORAL","BIASA","15.54","0","0","0","0","0:00","139:00:00"
"2327","","4/30/2026","KAPSULUL","ORAL","BIASA","13.32","0","0","0","0","0:00","30:00:00"
"2328","ZYPIN 10MG","8/30/2025","BOX","ORAL","BIASA","14.273","0","0","0","0","0:00","152:00:00"
"2329","MYLANTA PER TABLET","3/29/2026","TABLET","TABLET","BIASA","803","0","0","0","0","0:00","60:00:00"
"2330","HUFAGRIP BP HIJAU","7/31/2028","FLS","SYR","BIASA","19.149","0","0","0","0","0:00","2:00"
"2331","ANTIMO PER TABLETLET","10/30/2026","BOX","ORAL","BIASA","478","0","0","0","0","0:00","709:00:00"
"2332","M GANDAPURA LANG 30 ML","11/30/2025","BOTOL","LUAR","BIASA","6.967","0","0","0","0","0:00","2:00"
"2333","HUFAGRIPP TMP MERAH","6/30/2025","FLS","SYR","BIASA","14.946","0","0","0","0","0:00","1:00"
"2334","LIPITOR 40MG","7/30/2025","TABLETLET","ORAL","BIASA","23.714","0","0","0","0","0:00","28:00:00"
"2335","DOXETIN 20MG","8/30/2026","BOX","ORAL","BIASA","3.885","0","0","0","0","0:00","128:00:00"
"2336","BENOFOMIN 500","6/30/2026","","","","1.332","0","0","0","0","0:00","386:00:00"
"2337","HUFAGRIP FLU KUNING","7/31/2027","FLS","SYR","BIASA","0","0","0","0","0","0:00","1:00"
"2338","MERLOPAM 2 MG","5/30/2027","TABLETLET","ORAL","PSIKOTROPIKA","4.44","0","0","0","0","0:00","558:00:00"
"2339","M GANDAPURA LANG 60ML","2/28/2026","BOTOL","LUAR","BIASA","11.825","0","0","0","0","0:00","1:00"
"2340","DARYANTULLE","1/29/2026","","","","24.777","0","0","0","0","0:00","17:00"
"2341","PRORIS FORTE SYR","8/31/2026","FLS","SYR","BIASA","0","0","0","0","0","0:00","2:00"
"2342","BAMGETOL","3/30/2028","","","","2.693","0","0","0","0","0:00","1,237.00"
"2343","PERSIDAL 2MG","6/30/2026","BOX","ORAL","BIASA","7.215","0","0","0","0","0:00","192:00:00"
"2344","PRORIS SYR","7/31/2026","FLS","SYR","BIASA","25.53","0","0","0","0","0:00","2:00"
"2345","PROCLOZAM 10 MG","3/30/2028","TABLETLET","ORAL","PSIKOTROPIKA","1.943","0","0","0","0","0:00","301:00:00"
"2346","SANMOL DROP","8/31/2026","FLS","DROP","BIASA","0","0","0","0","0","0:00","1:00"
"2347","BLOOD LANCET","4/29/2029","","","","15.727","0","0","0","0","0:00","3:00"
"2348","MINYAK OTOT GELIGA 60ML","1/30/2026","BOTOL","LUAR","BIASA","27.268","0","0","0","0","0:00","2:00"
"2349","LODIA","8/30/2026","TABLETLET","ORAL","BIASA","1.277","0","0","0","0","0:00","104:00:00"
"2350","M KAPAK 10ML","11/30/2027","BOTOL","LUAR","BIASA","14.967","0","0","0","0","0:00","1:00"
"2351","BYE-BYE FEVER ANAK","2/28/2027","PC","ALKES","BIASA","0","0","0","0","0","0:00","24:00:00"
"2352","LIVOPI","4/30/2026","KAPSULUL","ORAL","BIASA","13.32","0","0","0","0","0:00","30:00:00"
"2353","M KAPAK 14ML","11/30/2028","BOTOL","LUAR","BIASA","20.855","0","0","0","0","0:00","3:00"
"2354","BYE-BYE FEVER BABY","2/28/2027","PC","ALKES","BIASA","6.44","0","0","0","0","0:00","17:00"
"2355","PROHIPER 10 MG","8/30/2027","TABLETLET","ORAL","PSIKOTROPIKA","10.175","0","0","0","0","0:00","251:00:00"
"2356","M KAPAK 28ML","4/30/2028","BOTOL","LUAR","BIASA","39.313","0","0","0","0","0:00","3:00"
"2357","LAZOSTIN 24MG","5/30/2026","TABLETLET","ORAL","BIASA","9.99","0","0","0","0","0:00","57:00:00"
"2358","CEREBROFORT GOLD SYR","5/31/2026","FLS","SYR","BIASA","20.501","0","0","0","0","0:00","1:00"
"2359","XEPAGEL PER 5GRAM","6/30/2027","BOX","SALEP","","11.1","0","0","0","0","0:00","60:00:00"
"2360","CONBIS 2.5 MG","4/30/2026","","","","3.33","0","0","0","0","0:00","110:00:00"
"2361","M KAPAK 56ML","7/30/2029","BOTOL","LUAR","BIASA","65.171","0","0","0","0","0:00","3:00"
"2362","INTUNAL SYR","5/31/2025","FLS","SYR","BIASA","23.31","0","0","0","0","0:00","1:00"
"2363","COMVITA-C","3/30/2026","","","","2.553","0","0","0","0","0:00","40:00:00"
"2364","RIKLONA 2 MG","8/30/2027","TABLETLET","ORAL","PSIKOTROPIKA","10.726","0","0","0","0","0:00","207:00:00"
"2365","LAXADINE SYR 60ML","10/31/2027","FLS","SYR","BIASA","0","0","0","0","0","0:00","3:00"
