nama,nomor_batch,tanggal_expired,isi1,satuan,jenis,kelompok,harga_beli,up_a,harga_a,up_b,harga_b,stok_awal,stok_akhir
L-BIO SACHET,,30/07/2026,"rice starch, maltodextrin, lactobacillus acidophilus, lactobacillus casei, lactobacillus salivarius,",SACH,ORAL,BIASA,9990,16,0,11,9435,0,161
AQUA MARIS SPRAY DAILY,,,,BOTOL/DROP,LUAR,BIASA,0,16,99000,11,99000,0,0
ALKOHOL 95% GAJAH 100 ML,,,,BOTOL/DROP,ORAL,BIASA,0,15,8167,11,8167,0,0
FALPRO SYRUP,,,,TABLET,ORAL,BIASA,0,16,110000,11,110000,0,0
RILEVO 500 MG,,,,TABLET,ORAL,BIASA,0,12,32450,11,32450,0,0
XANDA DS,,,,TABLET,ORAL,BIASA,0,16,66000,11,66000,0,0
ASEDAS SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,47300,11,47300,0,0
IMFORCE PLUS,,,,TABLET,ORAL,BIASA,0,16,6875,11,6875,0,0
CENDO CONAL MDS,,,,TABLET,ORAL,BIASA,0,16,17738,11,17738,0,0
EPOCALDI,,,,TABLET,ORAL,BIASA,0,16,4290,11,4290,0,0
PIROTOP CREAM 5GR,,,,TABLET,ORAL,BIASA,0,16,44000,11,44000,0,0
EUTHYROX 100MG,,30/07/2026,,TABLET,ORAL,BIASA,3573,16,0,11,3241,0,53
MUCOGARD SYR,,,,TABLET,ORAL,BIASA,0,16,33000,11,33000,0,0
ENCEPHABOL SYR,,,,TABLET,ORAL,BIASA,0,16,56100,11,56100,0,0
POLIDEMISIN SALEP MATA,,,,BOTOL/DROP,LUAR,BIASA,0,16,42569,11,42569,0,0
TROPIDROL 4MG,,,,TABLET,ORAL,BIASA,0,16,3300,11,3300,0,0
HUMALOG MIX,,,,TABLET,ORAL,BIASA,0,10,150040,10,150040,0,0
ARISKI 10MG,,,,TABLET,ORAL,BIASA,0,16,31800,11,31800,0,0
ARISKI 15MG,,,,TABLET,ORAL,BIASA,0,16,36900,11,36900,0,0
PRODUGEN GOLD 245GR,,,,TABLET,ORAL,BIASA,0,16,30400,11,30400,0,0
DIOVAN 160MG,,,,TABLET,ORAL,BIASA,0,12,15600,11,15600,0,0
LITORCOM 10MG,,,,TABLET,ORAL,BIASA,0,16,10487,11,10487,0,0
CEDOCARD 5 MG,,,,TABLET,ORAL,BIASA,0,16,1137,11,1137,0,0
SALBUVEN EXP SYR 2MG,,,,TABLET,ORAL,BIASA,0,16,44000,11,44000,0,0
MEDIKLIN LOTION,,,,BOTOL/DROP,LUAR,BIASA,0,16,46585,11,46585,0,0
TAPROS INJ 3.75,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,1566430,11,1566430,0,0
PONDEX SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,14000,11,14000,0,0
ISOPRENOSINE 500,,,,TABLET,ORAL,BIASA,0,12,14148,11,14148,0,0
XANAX 0.5 MG,,,"ALPRAZOLAM 0,5 MG",TABLET,ORAL,BIASA,0,20,4950,20,4950,0,0
ISOPRINOSIN TAB,,,,TABLET,ORAL,BIASA,0,10,14200,10,14200,0,0
METHICOL TAB,,,,TABLET,ORAL,BIASA,0,16,1150,11,1150,0,0
TRILAC 5ML VIAL,,,,BOX,INJEKSI,BIASA,0,16,110000,11,110000,0,0
BRUSKIN CREAM 15GR,,,,TABLET,ORAL,BIASA,0,16,49500,11,49500,0,0
NORELUT 5MG,,28/02/2028,,TABLET,ORAL,BIASA,5550,16,0,11,5550,0,90
IMUDATOR TAB,,,,TABLET,ORAL,BIASA,0,16,8800,11,8800,0,0
METRIX 1MG,,,,TABLET,ORAL,BIASA,0,16,3497,11,3497,0,0
ILLIADIN MOIST.,,,,BOTOL/DROP,LUAR,BIASA,0,16,20100,11,20100,0,0
SPIRADAN SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,50600,11,50600,0,0
DIGEST 30MG,,,,TABLET,ORAL,BIASA,0,12,12925,11,12925,0,0
VESICARE 10MG,,,,TABLET,ORAL,BIASA,0,16,25288,11,25288,0,0
GPU KRIM 150GR,,,,BOX,LUAR,BIASA,0,16,11092,11,11092,0,0
COLOSTOMY BAG,,,,BOX,LUAR,BIASA,0,22,12000,11,12000,0,0
IMUDATOR SIRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,71500,11,71500,0,0
BIO XTRA,,,,TABLET,ORAL,BIASA,0,16,97000,11,97000,0,0
VIDORAN GUARD SIRUP,,,,BOTOL/DROP,ORAL,BIASA,0,16,10400,11,10400,0,0
MDL 525,,,,BOX,ORAL,BIASA,0,16,31000,11,31000,0,0
KORSET S,,,,BOX,LUAR,BIASA,0,16,288600,16,288600,0,0
KORSET M,,,,BOX,LUAR,BIASA,0,16,288600,16,288600,0,0
KORSET L,,,,BOX,LUAR,BIASA,0,16,299700,16,299700,0,0
KORSET XL,,,,BOX,LUAR,BIASA,0,16,299700,16,299700,0,0
KORSET LL,,,,BOX,LUAR,BIASA,0,16,310800,16,310800,0,0
GAPENAL 300MG,,,GABAPENTIN,TABLET,ORAL,BIASA,0,16,7865,11,7865,0,0
MICARDIS 80,,,,TABLET,ORAL,BIASA,0,16,24535,11,24535,0,0
BIOLINCOM,,,,TABLET,ORAL,BIASA,0,16,4950,11,4950,0,0
NORESTIL 5MG,,,,TABLET,ORAL,BIASA,0,16,4440,11,4440,0,0
SUNKIST VIT C,,,,TABLET,ORAL,BIASA,0,16,14300,11,14300,0,0
SUNKIST MULTIVITAMIN,,,,TABLET,ORAL,BIASA,0,15,23100,10,23100,0,0
SUNKIST VIT C-STRAW,,,,TABLET,ORAL,BIASA,0,16,14300,11,14300,0,0
DIBEKACIN TM,,,,TABLET,ORAL,BIASA,0,16,75900,11,75900,0,0
HYDRO COCO ORI,,,,BOTOL/DROP,ORAL,BIASA,0,17,4171,11,4171,0,0
INFUSAN RL,,,,BOTOL/DROP,LUAR,BIASA,0,16,19085,11,19085,0,0
ANTANGIN PERMEN ALL,,,,TABLET,ORAL,BIASA,0,16,1100,11,1100,0,0
NATUR E HAND BODY LOTION,,,,BOTOL/DROP,ORAL,BIASA,0,16,11132,11,11132,0,0
HIBLOK 50 MG,,,,TABLET,ORAL,BIASA,0,16,2420,11,2420,0,0
VEBAC INJEKSI,,,,BOTOL/DROP,INJEKSI,BIASA,0,16,440000,11,440000,0,0
CALNIC PLUS KAPLET,,,,TABLET,ORAL,BIASA,0,16,3575,11,3575,0,0
RHINATHIOL ANAK SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,42075,11,42075,0,0
ULTRAFIX SACHET 5 X 1,,30/10/2024,,TABLET,ORAL,BIASA,3740,16,0,11,15000,0,12
KETO-G,,30/07/2026,,TABLET,ORAL,BIASA,7604,16,0,11,7604,0,112
LENTRIN KAPLET,,,,TABLET,ORAL,BIASA,0,16,4741,11,4741,0,0
EMPOSIL TAB,,,,TABLET,ORAL,BIASA,0,12,82500,11,82500,0,0
PRIMADEX F TAB,,,,TABLET,ORAL,BIASA,0,16,390,11,390,0,0
INFUSAN NS SFC 500ML,,,,BOX,LUAR,BIASA,0,16,16995,11,16995,0,0
INFUSAN NS DP 500ML,,,,BOX,LUAR,BIASA,0,16,17710,11,17710,0,0
VENOFER INJ,,,,BOX,ORAL,BIASA,0,16,204600,11,204600,0,0
FUNGISTOP 500MG,,,,TABLET,ORAL,BIASA,0,16,6600,11,6600,0,0
PANTOPRAZOLE 20MG,,,,TABLET,ORAL,BIASA,0,16,8880,11,8880,0,0
ONDESCO 8MG,,30/10/2025,,TABLET,ORAL,BIASA,13320,16,0,11,13200,0,100
KOLKATRIOL F,,,,TABLET,ORAL,BIASA,0,12,11000,11,11000,0,0
REVIDERM 0.01,,,,TABLET,ORAL,BIASA,0,16,28985,11,28985,0,0
DOXYCOR 50MG,,,,TABLET,ORAL,BIASA,0,16,4400,11,4400,0,0
CENDO POLYDEX MDS,,,,STRIP,LUAR,BIASA,0,16,29415,11,29415,0,0
LIBROFED TAB,,,,TABLET,ORAL,BIASA,0,16,1045,11,1045,0,0
SANTIBI PLUS,,,,TABLET,ORAL,BIASA,0,16,805,11,805,0,0
BUFACORT-N CR,,,,TABLET,ORAL,BIASA,0,16,6500,11,6500,0,0
COLSANSETIN 250,,,,TABLET,ORAL,BIASA,0,16,694,11,694,0,0
ZOLMIA 10 MG,,30/06/2026,ZOLPIDEM TARTRATE,TABLET,TABLET,PSIKOTROPIKA,8880,22,0,22,20979,0,188
VAXIGRIP 0.5ML,,,,TABLET,ORAL,BIASA,0,16,146801,11,146801,0,0
TAMOFEN 10MG,,,,TABLET,ORAL,BIASA,0,16,3630,11,3630,0,0
SWETY FIT PANTS S1,,,,TABLET,ORAL,BIASA,0,16,1417,11,1417,0,0
SWETY PANTS M1,,,,STRIP,LUAR,BIASA,0,16,1780,11,1780,0,0
SWETY PANTS L1,,,,STRIP,LUAR,BIASA,0,16,1850,11,1850,0,0
SOFTEX SACHET WING 1,,,,STRIP,LUAR,BIASA,0,16,380,11,380,0,0
FELDEN FLASH 20MG TAB,,,,TABLET,ORAL,BIASA,0,12,17904,11,17904,0,0
PERIFLUX SYR,,31/12/2026,,BOTOL/DROP,ORAL,BIASA,41625,16,0,11,41625,0,5
ENTRASOL RTD VAN 200ML,,,,TABLET,ORAL,BIASA,0,16,6006,11,6006,0,0
CIPROXIN 500MG,,,,TABLET,ORAL,BIASA,0,10,20500,10,20500,0,0
GOOD TIME MINI,,,,TABLET,ORAL,BIASA,0,17,5167,11,5167,0,0
CETINAL SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,85470,11,85470,0,0
BDM SYR,,,,TABLET,ORAL,BIASA,0,16,40018,11,40018,0,0
OTSU RL,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
NIACEF GEL,,,,TUBE,LUAR,BIASA,0,16,31570,11,31570,0,0
FOLAMIL GENIO,,30/06/2025,,KAPSUL,ORAL,BIASA,4440,16,0,11,4218,0,90
FLADYSTIN OVULA,,,,TABLET,ORAL,BIASA,0,16,14300,11,14300,0,0
BRONCHO VAXOM KAPS,,,,TABLET,ORAL,BIASA,0,16,27500,11,27500,0,0
DOLONES CR,,,,TUBE,ORAL,BIASA,0,16,58331,11,58331,0,0
SINCRONIK KAP,,,,TABLET,ORAL,BIASA,0,16,8800,11,8800,0,0
KALIUM DIKLOFENAK 50MG,,,,TABLET,ORAL,BIASA,0,16,709,11,709,0,0
TORREX KAPS,,,,TABLET,ORAL,BIASA,0,16,8250,11,8250,0,0
INSOBETIC KAP,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
NEO PROVIGOR TABLET,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
TISMAMISIN 500MG,,,,TABLET,ORAL,BIASA,0,16,4125,11,4125,0,0
CATAFLAM D,,,,TABLET,ORAL,BIASA,0,16,5909,11,5909,0,0
CLORILEX 100MG,,30/05/2029,CLOZAPINE,TABLET,ORAL,BIASA,15318,20,0,20,15318,0,278
KOMIX SACHET (ALL VAR),,30/05/2025,,SACH,ORAL,BIASA,1427,27,0,11,10000,0,31
FOLAVIT 1000,,28/02/2026,,TABLET,ORAL,BIASA,2331,16,0,11,2220,0,110
PLAVESCO TAB,,,,TABLET,ORAL,BIASA,0,12,18150,11,18150,0,0
METRIX 2MG,,,,TABLET,ORAL,BIASA,0,16,6216,11,6216,0,0
KURSI RODA SERENITY,,,,TABLET,ORAL,BIASA,0,15,925000,16,925000,0,0
INFUSION SET,,,,TABLET,ORAL,BIASA,0,16,6000,11,6000,0,0
SURFLO 20G,,,,TABLET,ORAL,BIASA,0,10,14000,10,14000,0,0
POLYGRAN EO,,,,TABLET,ORAL,BIASA,0,16,20350,11,20350,0,0
KOOL FEVER BABY,,30/04/2025,,TABLET,ORAL,BIASA,4884,16,0,11,4884,0,10
M KP AMBONIA 25 ML,,,,TABLET,ORAL,BIASA,0,16,6417,11,6417,0,0
CLONIDIN 0.15MG,,30/04/2024,,TABLET,ORAL,BIASA,222,25,0,11,222,0,309
PARIET 20MG,,,,TABLET,ORAL,BIASA,0,16,20003,11,20003,0,0
ABILIFY DISCMELT 10MG,,22/03/2023,,TABLET,ORAL,BIASA,5000,20,5650,20,51478,0,0
CARDIOCOM 150MG,,,,TABLET,ORAL,BIASA,0,16,5500,11,5500,0,0
ALAT GLUCO DR,,,,TABLET,ORAL,BIASA,0,17,220000,11,220000,0,0
AL 110 400GR,,,,TABLET,ORAL,BIASA,0,16,81500,11,81500,0,0
ISOMIL PLUS 400GR,,,,TABLET,ORAL,BIASA,0,16,115500,11,115500,0,0
ACANTHE SPF 30,,,,TABLET,ORAL,BIASA,0,16,77000,11,77000,0,-1
AVIL TAB,,,,TABLET,ORAL,BIASA,0,16,2068,11,2068,0,0
GASTRAN TAB,,,,TABLET,ORAL,BIASA,0,16,568,11,568,0,0
ITRAMOL SYR,,,,TABLET,ORAL,BIASA,0,16,2750,11,2750,0,0
CHOLESCOR 400MG KAPS,,,,KAPSUL,ORAL,BIASA,0,16,6784,11,6784,0,0
KONICARE MINYAK TELON PLUS 30ML,,30/12/2026,,BOTOL,LUAR,BIASA,13343,16,0,11,12943,0,1
NUTRIBABY ROYAL ALLEPRE 1 400GR,,,,TABLET,ORAL,BIASA,0,16,144000,11,144000,0,0
NEPHROLIT,,,,TABLET,ORAL,BIASA,0,15,605,11,605,0,0
LOPIGARD TAB,,,,TABLET,ORAL,BIASA,0,12,11000,11,11000,0,0
TELFAST OD,,,,TABLET,ORAL,BIASA,0,16,8686,11,8686,0,0
CEREBROFORT MARINE GUMMY SACH ALL,,,,TABLET,ORAL,BIASA,0,16,15180,11,15180,0,0
LANAKELOID TAB,,,,TABLET,ORAL,BIASA,0,16,7975,11,7975,0,0
DIVENS PLUS KAPS,,,,KAPSUL,ORAL,BIASA,0,16,3630,11,3630,0,0
STESOLID 5 MG/2.5 ML ENEMA,,30/09/2025,DIAZEPAM,TUBE,LUAR,PSIKOTROPIKA,33744,25,0,25,39204,0,14
VOMETA SYR 60ML,,,DOMPERIDON 10MG,BOTOL/DROP,ORAL,BIASA,0,16,58830,11,58830,0,0
NAN PH PRO 2 400GR,,,,TABLET,ORAL,BIASA,0,17,163100,11,163100,0,0
CANESTEN CREAM 3GR,,,,TABLET,ORAL,BIASA,0,16,16143,11,16143,0,0
COROBION,,,,TABLET,ORAL,BIASA,1499,16,0,11,1499,0,315
LISTERINE TARTAR CONTROL 80ML,,,,BOTOL/DROP,ORAL,BIASA,0,17,8319,11,8319,0,0
LISTERINE VANILLA MINT 80ML,,22/03/2023,,BOTOL/DROP,ORAL,BIASA,10000,17,11300,11,8318,0,2
VASTIGO 6MG,,30/01/2026,BETAHISTINE,TABLET,ORAL,BIASA,1443,16,0,11,1332,0,80
MADECASOL TAB,,,,TABLET,ORAL,BIASA,0,16,9529,11,9529,0,0
SANGOBION FIT PER STRIP,,,,TABLET,ORAL,BIASA,0,17,5647,11,5647,0,0
EM KAPSUL,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
PALENOX GEL,,,,TABLET,ORAL,BIASA,0,16,59290,11,59290,0,0
FLUCONAZOLE 150MG,,,,TABLET,ORAL,BIASA,0,16,18891,11,18721,0,0
DONACEPT 5MG,,,,TABLET,ORAL,BIASA,0,12,15620,11,15620,0,0
CALPRO KAPLET,,,,TABLET,ORAL,BIASA,0,16,1834,11,1834,0,0
BETADIN STICK,,,,TABLET,ORAL,BIASA,0,16,990,11,990,0,0
BACTODERM CR 5GR,,30/01/2026,,TUBE,LUAR,BIASA,45510,16,0,11,45510,0,3
SEBAMED SOAP DWSA,,,,BOX,LUAR,BIASA,0,16,55000,11,55000,0,0
MATAFRES 0.4,,,,TABLET,ORAL,BIASA,0,16,27500,11,27500,0,0
CALDANA FLEX,,,,TABLET,ORAL,BIASA,0,16,2750,11,2750,0,0
WHITE NENG CR 10GR,,,,TUBE,LUAR,BIASA,0,17,27500,11,27500,0,0
SEBAMED BABY CLEANSING,,,,TABLET,ORAL,BIASA,0,16,66000,11,66000,0,0
INTERSUN LOTION,,,,BOTOL/DROP,LUAR,BIASA,0,16,53312,11,53312,0,0
SAKATONIK ABC ANTARIKSA,,31/05/2026,,BOX,ORAL,BIASA,14380,16,0,11,14380,0,3
WIDA RL,,,,TABLET,ORAL,BIASA,0,16,6000,11,6000,0,0
PROTEN VANILLA,,,,TABLET,ORAL,BIASA,0,16,6600,11,6600,0,0
VICKS INHALER,,30/09/2025,,TUBE,BBS,BIASA,16798,16,0,11,16145,0,5
CYCLO PROGYNOVA 1X21,,,,BOX,ORAL,BIASA,0,16,190156,11,190156,0,0
PROIMBUS TAB,,,,TABLET,ORAL,BIASA,0,15,4950,10,4950,0,0
MAMY POKO STANDART XXL 6,,,,STRIP,LUAR,BIASA,0,17,15876,11,15876,0,0
PINOCARE WHITE,,,,TABLET,ORAL,BIASA,0,12,14484,11,14484,0,0
MEDIQUIN 15GR,,,,TUBE,LUAR,BIASA,0,16,33000,11,33000,0,0
VITACID 0.05% 20GR,,,,TUBE,LUAR,BIASA,0,16,37180,11,37180,0,0
ERPHACORT TTM,,,,TABLET,ORAL,BIASA,0,16,40700,11,40700,0,0
AVODART,,,,TABLET,ORAL,BIASA,0,16,10112,11,10112,0,0
ELIZAC 20MG,,31/05/2026,,KAPSUL,ORAL,BIASA,4995,20,0,20,4995,0,1123
ROMA MALKIST ABON,,,,TABLET,ORAL,BIASA,0,17,4667,11,4667,0,0
COMBANTRIN SYR JERUK,,30/10/2026,,BOTOL/DROP,ORAL,BIASA,19358,16,0,11,4000,0,2
BIOLASTIN CR,,,,TABLET,ORAL,BIASA,0,16,36300,11,36300,0,0
SIBELIUM 10MG,,,,TABLET,ORAL,BIASA,0,16,13665,11,13665,0,0
DUROGESIC 12.5,,,,STRIP,LUAR,NARKOTIKA,0,25,132867,25,132867,0,0
BIO XTRA MOUTHRINSE 250 ML,,,,TABLET,ORAL,BIASA,0,16,88000,11,88000,0,0
ROSUFER 10MG,,,,TABLET,ORAL,BIASA,0,16,10780,11,10780,0,0
OSTEOPOR CAPS,,,,TABLET,ORAL,BIASA,0,6,4767,11,4767,0,0
GARAM LOSOSA 100GR,,,,TABLET,ORAL,BIASA,0,16,7810,11,7810,0,0
V FRESH MINI,,,,TABLET,ORAL,BIASA,0,16,4500,11,4500,0,0
PANACOOL KOMPRES ANAK,,,,TABLET,ORAL,BIASA,0,16,12000,11,12000,0,0
TRUVAZ 40MG,,,,TABLET,ORAL,BIASA,0,16,22570,11,22570,0,0
VIOQUIN 500MG,,,,TABLET,ORAL,BIASA,0,10,13750,10,13750,0,0
GRATAMIN TAB,,,,TABLET,ORAL,BIASA,0,16,1320,11,1320,0,0
ZEMINDO 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,31350,11,31350,0,0
RYVEL TAB 10 MG,,,,TABLET,ORAL,BIASA,0,16,4400,11,4400,0,0
NASACORT AQ SPRAY,,,,TABLET,ORAL,BIASA,0,16,265847,11,265847,0,0
VERIL CR,,,,TABLET,ORAL,BIASA,0,16,13409,11,13409,0,0
NITROKAF RETARD FORTE 5MG,,,,TABLET,ORAL,BIASA,0,16,3424,11,3424,0,0
LEPTICA 75MG,,,,KAPSUL,ORAL,BIASA,0,16,9879,11,9879,0,0
LATIPRESS 2.5 ML,,,,TABLET,ORAL,BIASA,0,12,181500,11,181500,0,0
QLAIRA,,,,TABLET,ORAL,BIASA,0,16,270735,11,270735,0,0
HOTIN CREAM TUBE 120GR,,30/06/2027,,TUBE,BBS,BIASA,0,16,0,11,29082,0,1
HOTIN CREAM TUBE 60GR,,31/07/2027,,TUBE,BBS,BIASA,19980,16,0,11,17427,0,1
CEDANTRON SYR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,71500,11,71500,0,0
AUTOCHECK 3IN1 GEA,,,,BOX,LUAR,BIASA,0,10,275000,11,275000,0,0
RANICHO SYR,,,,TABLET,ORAL,BIASA,0,16,45100,11,45100,0,0
BINTANG TUJUH MASUK ANGIN,,,,STRIP,ORAL,BIASA,0,16,1467,11,1467,0,0
KOMIX LU NAN KUO,,,,BOTOL/DROP,ORAL,BIASA,0,16,7001,11,7001,0,0
KOMIX HERBAL PER BOTOL,,,,BOTOL/DROP,ORAL,BIASA,0,16,2334,11,2334,0,0
PROMAG FRUITY STRAW PER STRIP,,,,STRIP,ORAL,BIASA,0,16,1760,11,1760,0,0
PROMAG SUSP PER SACHET,,,,STRIP,ORAL,BIASA,0,16,1392,11,1392,0,0
PIOSFEN FORTE 650MG,,,,TABLET,ORAL,BIASA,0,16,660,11,660,0,0
SIDIADRYL INJ,,,,BOX,LUAR,BIASA,0,16,11000,11,11000,0,0
XARELTO 15MG,,,,TABLET,ORAL,BIASA,0,16,30319,11,30319,0,0
NIPE DROP 15ML,,31/10/2026,,BOTOL/DROP,ORAL,BIASA,82251,16,0,11,74592,0,2
LEUKOPLAST 2.5CM x 1M,,,,TABLET,ORAL,BIASA,0,16,4987,11,4840,0,0
LDLOX 50MG,,,,TABLET,ORAL,BIASA,0,16,9570,11,9570,0,0
NIMOTOP TAB,,,,TABLET,ORAL,BIASA,0,16,7084,11,7084,0,0
ELGRAN 1MG,,,,TABLET,ORAL,PSIKOTROPIKA,0,25,2860,25,2860,0,0
ELGRAN 2 MG,,30/08/2026,ESTAZOLAM 2 MG,TABLET,ORAL,PSIKOTROPIKA,5328,25,0,25,5328,0,239
EVALEN GEL,,,,TABLET,ORAL,BIASA,0,16,44000,11,44000,0,0
REVIDERM 0.02,,,,TABLET,ORAL,BIASA,0,16,30800,11,30800,0,0
CLAROLID KAP,,,,TABLET,ORAL,BIASA,0,10,25300,10,25300,0,0
CAPROLIV,,,,TABLET,ORAL,BIASA,0,16,5665,11,5665,0,0
SPUIT 10ML ONEMED,,,,TABLET,ORAL,BIASA,0,16,4000,11,4000,0,0
ANCEFA FORTE SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,79920,11,79920,0,0
RYVEL PLUS TAB,,,,TABLET,ORAL,BIASA,0,16,3850,11,3850,0,0
CALPLEX,,28/02/2026,,TABLET,ORAL,BIASA,4810,16,0,11,4810,0,99
HYSTOLAN 20MG,,30/09/2026,,TABLET,ORAL,BIASA,5550,16,0,11,5550,0,43
KAPAS BOLA 75G,,,,TABLET,BBS,BIASA,0,17,10000,11,10000,0,0
TRIAMCORT CREAM,,,,TUBE,LUAR,BIASA,0,16,91575,11,91575,0,0
CARDIOCOM 300MG,,,,TABLET,ORAL,BIASA,0,16,7700,11,7700,0,0
S-26 NURSOY GOLD 400GR,,,,BOX,ORAL,BIASA,0,12,124951,11,124951,0,0
S-26 GOLD 400GR,,,,TABLET,ORAL,BIASA,0,16,139651,11,139651,0,0
FASTOR 10MG,,30/12/2025,ATORVASTATIN 10MG,TABLET,ORAL,BIASA,17760,16,0,11,16095,0,28
FASTOR 20MG,,30/08/2026,ATORVASTATIN 20MG,TABLET,ORAL,BIASA,19980,16,0,11,18870,0,67
FORMOM TAB,,,,TABLET,ORAL,BIASA,0,16,2651,11,2651,0,0
FUDOSTIN 300MG,,,,TABLET,ORAL,BIASA,0,16,4675,11,4675,0,0
ROHTO EYEFLUSH,,,,TABLET,ORAL,BIASA,0,16,27225,11,27225,0,0
MECOVISION TAB,,,,TABLET,ORAL,BIASA,0,16,4000,11,4000,0,0
PRONOVIR SYR 60ML,,31/05/2026,,BOTOL/DROP,ORAL,BIASA,77700,16,0,11,77700,0,4
PROCOLD FLU BATUK,,,,TABLET,ORAL,BIASA,0,16,2896,11,2896,0,0
VALOS DROP,,,,BOTOL/DROP,ORAL,BIASA,0,16,49500,11,49500,0,0
OTOPRAF,,,,BOTOL/DROP,LUAR,BIASA,0,16,31460,11,31460,0,0
RAMIPRIL 5MG,,,,TABLET,ORAL,BIASA,0,16,639,11,639,0,0
GLUCOPHAGE XR 750,,,,TABLET,ORAL,BIASA,0,16,2966,11,2966,0,0
FOLAVIT 400,,,,TABLET,ORAL,BIASA,0,16,1055,11,1055,0,0
CODEIN 15MG,,,,TABLET,ORAL,NARKOTIKA,0,25,1234,25,1234,0,0
MIPROS 200MG,,30/09/2025,,TABLET,ORAL,BIASA,9250,16,0,11,9167,0,1
SUPRASMA INHALER,,,,BOX,LUAR,BIASA,0,16,77000,11,77000,0,0
NUTRIBABY ROYAL COMFORT 400GR,,,,BOX,ORAL,BIASA,0,16,177708,11,177708,0,0
SILDENAFIL CITRATE 50MG,,,,TABLET,ORAL,BIASA,0,12,30800,11,30800,0,0
ANFIX 200MG,,30/12/2025,,TABLET,ORAL,BIASA,26640,16,0,11,26640,0,60
ANMUM MATERNA 400GR,,,,TABLET,ORAL,BIASA,0,17,77000,11,77000,0,0
RIMACTAZID 450/300MG,,,,TABLET,ORAL,BIASA,0,16,8514,11,8514,0,0
GOFLEX 500MG,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
CHROMVIT TAB,,,,TABLET,ORAL,BIASA,0,16,1623,11,1623,0,0
AMICLAV TAB,,,,TABLET,ORAL,BIASA,0,16,11000,11,11000,0,0
CENDO GIFLOX ED,,,,BOTOL/DROP,LUAR,BIASA,0,16,103675,11,103675,0,0
SARI KULIT MANGGIS SIDOMUNCUL,,,,TABLET,ORAL,BIASA,0,17,48000,11,48000,0,0
RIFAMTIBI 600,,30/07/2026,,TABLET,ORAL,BIASA,7049,16,0,11,6716,0,85
BINTANG TUJUH MASUK ANGIN PLUS,,,,BOTOL/DROP,ORAL,BIASA,0,16,1751,11,1751,0,0
OB HERBAL JUNIOR 60ML,,,,BOTOL/DROP,ORAL,BIASA,0,16,14110,11,14110,0,0
ANTANGIN CAIR GGR MOCA,,,,TABLET,ORAL,BIASA,0,17,1628,11,1628,0,0
SOYAMIL 200GR,,,,BOX,ORAL,BIASA,0,12,30000,11,30000,0,0
MAMASOYA 200GR,,,,BOX,ORAL,BIASA,0,12,30000,11,30000,0,0
LOCOID CR 10GR,,,,TUBE,LUAR,BIASA,0,16,62800,11,62800,0,0
SYNBIO TAB,,,,TABLET,ORAL,BIASA,0,16,4217,11,4217,0,0
VALVIR 500MG,,,,TABLET,ORAL,BIASA,0,16,13750,11,13750,0,0
FOLAS TAB,,,,TABLET,ORAL,BIASA,0,16,990,11,990,0,0
SPASMACIN,,,,TABLET,ORAL,BIASA,0,16,1606,11,1606,0,0
MINOSEP GARGLE 60ML,,30/01/2027,,BOTOL/DROP,LUAR,BIASA,32190,16,0,11,27750,0,3
ANDRIOL TESTOCAPS 40MG,,,,KAPSUL,ORAL,BIASA,0,12,14184,11,14184,0,0
PANTOGAR TAB,,,,TABLET,ORAL,BIASA,0,16,5647,11,5647,0,0
SANGOBION KIDS,,,,BOTOL/DROP,ORAL,BIASA,0,16,26400,11,26400,0,0
GAJAH SALICYL SPIRITUS,,,,BOTOL/DROP,ORAL,BIASA,0,17,5250,11,5250,0,0
LEVOPRONT SYR,,,,BOTOL/DROP,ORAL,BIASA,0,16,68200,11,68200,0,0
STOBLED,,,,KAPSUL,ORAL,BIASA,0,16,7700,11,7700,0,0
FENOSUP LIDOSE 160MG,,,,KAPSUL,ORAL,BIASA,0,16,12950,11,12950,0,0
PLASMIN KAPS,,,,KAPSUL,ORAL,BIASA,0,16,13250,11,13250,0,0
LANAKELOID CR,,,,TUBE,LUAR,BIASA,0,16,99000,11,99000,0,0
ESTER C EFF SUPREME,,,,TABLET,ORAL,BIASA,0,16,28500,11,28500,0,0
BIODASIN KAPS,,,,TABLET,ORAL,BIASA,0,16,6270,11,6270,0,0
FLIXOTIDE NEBULIZER,,,,BOTOL/DROP,ORAL,BIASA,0,16,23925,11,23925,0,0
