"nama","nomor_batch","tanggal_expired","isi1","satuan","jenis","kelompok","harga_beli","up_a","harga_a","up_b","harga_b","stok_awal","stok_akhir"
"ELOMEP PER 5GRAM","_","00/00/0000","_","_","_","_","33,300","16","38,628","11","36,963","0.00","4.00"
"NEEDLE 25 BD","_","00/00/0000","_","_","_","_","60,000","16","69,600","11","66,600","0.00","0.00"
"MG-40 SYRUP PER 50ML","_","00/00/0000","_","_","_","_","111,000","16","128,760","11","123,210","0.00","11.00"
"ASTEROL SIRUP","_","00/00/0000","_","_","_","_","47,730","16","55,367","11","52,980","0.00","0.00"
"OB COMBI ANTITUSSIV 60ML","_","00/00/0000","_","_","_","_","14,191","16","16,462","11","15,752","0.00","0.00"
"LANOS DROPS","_","00/00/0000","_","_","_","_","52,725","16","61,161","11","58,525","0.00","12.00"
"LANOS PLUS SYRUP 60ML","_","00/00/0000","_","_","_","_","47,125","16","54,665","11","52,309","0.00","0.00"
"DROXAL FORTE SYR ","_","00/00/0000","_","_","_","_","94,350","16","109,446","11","104,729","0.00","0.00"
"MOMILEN NURSING 15GR","_","00/00/0000","_","_","_","_","25,000","16","29,000","11","27,750","0.00","0.00"
"PROMUCIL TAB EFF PER TUBE","_","00/00/0000","_","_","_","_","88,800","16","103,008","11","98,568","0.00","16.00"
"KERTAS PERKAMEN","_","00/00/0000","_","_","_","_","14,000","16","16,240","11","15,540","0.00","-15.00"
"NSC (NOVELL SMOOTHING CREAM)","_","00/00/0000","_","_","_","_","244,200","17","285,714","11","271,062","0.00","0.00"
"LADENUM","_","00/00/0000","_","_","_","_","11,026","16","12,790","11","12,239","0.00","102.00"
"ALBUTROP KAPSUL","_","00/00/0000","_","_","_","_","4,718","16","5,473","11","5,237","0.00","0.00"
"SARUNG TANGAN M / BOX","_","00/00/0000","_","_","_","_","61,000","16","70,760","11","67,710","0.00","1.00"
"LAPIBAL 250MCG KAPS","_","00/00/0000","_","_","_","_","1,943","16","2,254","11","2,157","0.00","0.00"
"MALTOFER SYRUP 150ML","_","00/00/0000","_","_","_","_","71,484","16","82,921","11","79,347","0.00","0.00"
"MYDORAL 200MG","_","00/00/0000","_","_","_","_","4,662","16","5,408","11","5,175","0.00","0.00"
"INTERLAC+VIT D3","_","00/00/0000","_","_","_","_","13,443","16","15,594","11","14,922","0.00","105.00"
"URI CRAN PER'10","_","00/00/0000","_","_","_","_","71,000","16","82,360","11","78,810","0.00","0.00"
"URI CRAN PER 10","_","00/00/0000","_","_","_","_","71,000","16","82,360","11","78,810","0.00","0.00"
"COTTON BUD SD ANAK","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","0.00"
"INSTO COOL","_","00/00/0000","_","_","_","_","14,763","16","17,125","11","16,387","0.00","0.00"
"POT SALEP BESAR (30,50GR)","_","00/00/0000","_","_","_","_","2,000","20","2,400","20","2,400","0.00","51.00"
"PESARIUM RING 6.5","_","00/00/0000","_","_","_","_","85,000","16","98,600","11","94,350","0.00","0.00"
"CANERGY","_","00/00/0000","_","_","_","_","8,325","16","9,657","11","9,241","0.00","0.00"
"PEDILAX SACHET 17GRAM","_","00/00/0000","_","_","_","_","27,195","16","31,546","11","30,186","0.00","31.00"
"NALITIK 200MG","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","125.00"
"CEFSPAN 200MG","_","00/00/0000","_","_","_","_","47,730","16","55,367","11","52,980","0.00","0.00"
"TRILAC INJ 10MG/ML","_","00/00/0000","_","_","_","_","122,100","16","141,636","11","135,531","0.00","0.00"
"SKINTEX 5GRAM","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","0.00"
"SARUNG TANGAN STERIL 7.5/8","_","00/00/0000","_","_","_","_","7,500","16","8,700","11","8,325","0.00","16.00"
"PD SPUIT 1ML","_","00/00/0000","_","_","_","_","1,554","16","1,803","11","1,725","0.00","0.00"
"PD SPUIT 3ML","_","00/00/0000","_","_","_","_","1,665","16","1,931","11","1,848","0.00","0.00"
"PD SPUIT 5ML","_","00/00/0000","_","_","_","_","1,776","16","2,060","11","1,971","0.00","0.00"
"PD SPUIT 10ML","_","00/00/0000","_","_","_","_","2,442","16","2,833","11","2,711","0.00","0.00"
"DAZOLIN N OVULA","_","00/00/0000","_","_","_","_","16,900","16","19,604","11","18,759","0.00","0.00"
"GENALSIK 80MG","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","220.00"
"GENALSIK 40MG","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","60.00"
"PAGODA PASTILES 10GR","_","00/00/0000","_","_","_","_","3,552","16","4,120","11","3,943","0.00","0.00"
"FLUIMUCIL SACHET 200MG","_","00/00/0000","_","_","_","_","6,993","16","8,112","11","7,762","0.00","0.00"
"SUCRALBAT SYRUP 100ML","_","00/00/0000","_","_","_","_","84,360","16","97,858","11","93,640","0.00","1.00"
"LACOMA ED","_","00/00/0000","_","_","_","_","99,900","16","115,884","11","110,889","0.00","0.00"
"APETIC FORTE SYR","_","00/00/0000","_","_","_","_","42,180","16","48,929","11","46,820","0.00","13.00"
"PANTERA 20MG","_","00/00/0000","_","_","_","_","14,430","16","16,739","11","16,017","0.00","0.00"
"LAMOFER TM","_","00/00/0000","_","_","_","_","116,550","17","136,364","11","129,371","0.00","0.00"
"ZOLTA 10MG","_","00/00/0000","_","_","_","_","7,215","25","9,019","25","9,019","0.00","9.00"
"EVALEN CREAM 10GR","_","00/00/0000","_","_","_","_","49,950","16","57,942","11","55,445","0.00","0.00"
"FEMAPLEX 2.5MG","_","00/00/0000","_","_","_","_","18,500","16","21,460","11","20,535","0.00","15.00"
"OBDHAMIN","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","0.00"
"DOMPERIDONE SYR 60ML","_","00/00/0000","_","_","_","_","16,650","16","19,314","11","18,482","0.00","0.00"
"NEUROSANTIN 300MG","_","00/00/0000","_","_","_","_","7,548","16","8,756","11","8,378","0.00","213.00"
"LITRAMED ANAESTHETIC PEEL OFF","_","00/00/0000","_","_","_","_","216,450","16","251,082","11","240,260","0.00","0.00"
"NUTRIMUNO","_","00/00/0000","_","_","_","_","9,158","16","10,623","11","10,165","0.00","0.00"
"FORBETES 500 XR","_","00/00/0000","_","_","_","_","2,165","16","2,511","11","2,403","0.00","30.00"
"TALOX 10MG","_","00/00/0000","_","_","_","_","9,990","16","11,988","11","11,988","0.00","120.00"
"PROBABY BATH CAREFULL 100ML","_","00/00/0000","_","_","_","_","8,074","20","9,366","20","8,962","0.00","0.00"
"LIVATOR 20MG","_","00/00/0000","_","_","_","_","15,170","16","17,597","11","16,839","0.00","471.00"
"ESOFER DR 40MG","_","00/00/0000","_","_","_","_","15,540","16","18,026","11","17,249","0.00","5.00"
"L-VIT D3 DROP","_","00/00/0000","_","_","_","_","47,175","16","54,723","11","52,364","0.00","6.00"
"PHYSIOMER  BABY","_","00/00/0000","_","_","_","_","213,287","16","247,413","11","236,749","0.00","1.00"
"ERYSANBE 500MG","_","00/00/0000","_","_","_","_","3,497","16","4,057","11","3,882","0.00","58.00"
"KINGVIT","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","90.00"
"QUEENVIT","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","105.00"
"GLUBIO E","_","00/00/0000","_","_","_","_","15,725","16","18,241","11","17,455","0.00","0.00"
"B-BETA 2.5MG","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","0.00"
"JANUMET 50/500MG","_","00/00/0000","_","_","_","_","9,692","16","11,243","11","10,758","0.00","30.00"
"JANUVIA 100MG","_","00/00/0000","_","_","_","_","18,051","16","20,939","11","20,037","0.00","40.00"
"OLANZAPINE 10MG","_","00/00/0000","_","_","_","_","4,381","16","5,257","11","5,257","0.00","0.00"
"BONE KIDZ TAB","_","00/00/0000","_","_","_","_","22,200","20","25,752","20","24,642","0.00","0.00"
"ESOLA 20MG","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","70.00"
"CARTIFIT ","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","0.00"
"DTRIVIT 4000","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","81.00"
"SANSULIN LOG-G","_","00/00/0000","_","_","_","_","209,901","16","243,485","11","232,990","0.00","5.00"
"PARAM KOCOK 75ML","_","00/00/0000","_","_","_","_","14,430","16","16,739","11","16,017","0.00","0.00"
"INSTO MOIST 7.5ML","_","00/00/0000","_","_","_","_","12,654","16","14,679","11","14,046","0.00","0.00"
"IGLODEP TAB","_","00/00/0000","_","_","_","_","11,470","16","13,305","11","12,732","0.00","0.00"
"LAFALOS CR 35 GR","_","00/00/0000","_","_","_","_","23,477","16","27,233","11","26,059","0.00","0.00"
"PESARIUM RUSCH 7","_","00/00/0000","_","_","_","_","530,556","16","615,445","11","588,917","0.00","0.00"
"PROCOLIC TAB","_","00/00/0000","_","_","_","_","2,498","16","2,898","11","2,773","0.00","109.00"
"TALERGI","_","00/00/0000","_","_","_","_","222","16","258","11","246","0.00","0.00"
"KASA STERIL ONEMED","_","00/00/0000","_","_","_","_","5,772","16","6,696","11","6,407","0.00","17.00"
"ADAPT","_","00/00/0000","_","_","_","_","6,827","16","8,192","11","8,192","0.00","287.00"
"KOLSIN 0.5MG","_","00/00/0000","_","_","_","_","3,552","20","4,120","20","3,943","0.00","52.00"
"TISU MAGIC MERAH/HITAM","_","00/00/0000","_","_","_","_","10,817","16","12,548","11","12,007","0.00","0.00"
"SELBIX 2,5MG","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","85.00"
"NUZOLAM 1MG","_","00/00/0000","_","_","_","_","5,550","16","6,938","11","6,938","0.00","445.00"
"VALRIN 80MG","_","00/00/0000","_","_","_","_","4,995","25","5,794","25","5,544","0.00","0.00"
"VALRIN 160MG","_","00/00/0000","_","_","_","_","7,215","16","8,369","11","8,009","0.00","654.00"
"BLOPIN 16MG","_","00/00/0000","_","_","_","_","8,936","16","10,366","11","9,919","0.00","55.00"
"XYBAT 5MG","_","00/00/0000","_","_","_","_","5,828","16","6,760","11","6,469","0.00","44.00"
"FOLIMID KAPSUL","_","00/00/0000","_","_","_","_","4,363","16","5,061","11","4,843","0.00","60.00"
"PAVARTAN 80MG","_","00/00/0000","_","_","_","_","6,013","16","6,975","11","6,674","0.00","0.00"
"CEMAKC 0,1%","_","00/00/0000","_","_","_","_","1,750,000","16","2,030,000","11","1,942,500","0.00","0.00"
"CEMAKC 1%","_","00/00/0000","_","_","_","_","8,000,000","16","9,280,000","11","8,880,000","0.00","0.00"
"DIPROGENTA CR","_","00/00/0000","_","_","_","_","76,108","16","88,285","11","84,480","0.00","0.00"
"STREPSIL SUGAR FREE","_","00/00/0000","_","_","_","_","16,815","16","19,505","11","18,665","0.00","0.00"
"OMEHEART 60","_","00/00/0000","_","_","_","_","63,214","16","73,328","11","70,168","0.00","0.00"
"PLOSSA CITRUS PEN","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"TELSAT AM 80/10","_","00/00/0000","_","_","_","_","14,615","16","16,953","11","16,223","0.00","0.00"
"OBH COMBI HERBAL 60ML","_","00/00/0000","_","_","_","_","15,235","16","17,673","11","16,911","0.00","2.00"
"MUSTELA STELATOPIA EMOLLIENT CREAM 200ML","_","00/00/0000","_","_","_","_","396,270","16","459,673","11","439,860","0.00","0.00"
"TOPICARE DIAPER 50GR","_","00/00/0000","_","_","_","_","61,050","16","70,818","11","67,766","0.00","0.00"
"PESARIUM RUSCH 8","_","00/00/0000","_","_","_","_","510,835","16","592,569","11","567,027","0.00","0.00"
"ULOSTAT 80MG","_","00/00/0000","_","_","_","_","12,950","16","15,022","11","14,375","0.00","20.00"
"PINDERMA SOL 100ML","_","00/00/0000","_","_","_","_","94,350","16","109,446","11","104,729","0.00","0.00"
"ESOLA 40MG","_","00/00/0000","_","_","_","_","19,980","16","23,177","11","22,178","0.00","0.00"
"ROZET 10/10MG","_","00/00/0000","_","_","_","_","23,865","16","27,683","11","26,490","0.00","0.00"
"FENAREN TAB 50 MG","_","00/00/0000","_","_","_","_","1,110","16","1,288","11","1,232","0.00","100.00"
"FEROPLUS EFF","_","00/00/0000","_","_","_","_","98,790","16","114,596","11","109,657","0.00","3.00"
"PUSPACAL","_","00/00/0000","_","_","_","_","6,290","16","7,296","11","6,982","0.00","134.00"
"NASONEX NASAL SPRAY 140","_","00/00/0000","_","_","_","_","348,484","16","404,241","11","386,817","0.00","0.00"
"NOVOFINE NEEDLE","_","00/00/0000","_","_","_","_","3,542","22","4,109","20","3,932","0.00","1.00"
"SANTAGESIK INJ","_","00/00/0000","_","_","_","_","11,433","16","13,262","11","12,691","0.00","0.00"
"RANITIDIN INJEKSI","_","00/00/0000","_","_","_","_","1,554","16","1,803","11","1,725","0.00","0.00"
"BIOTHICOL SYR","_","00/00/0000","_","_","_","_","29,526","16","34,250","11","32,774","0.00","0.00"
"DIPASOLON 4MG","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","0.00"
"COPIDREL 75MG","_","00/00/0000","_","_","_","_","18,093","16","20,988","11","20,083","0.00","0.00"
"SCOBUTRIN 10MG","_","00/00/0000","_","_","_","_","3,497","16","4,057","11","3,882","0.00","0.00"
"HYPERRHOD 1500IU INJ","_","00/00/0000","_","_","_","_","2,686,200","16","3,115,992","11","2,981,682","0.00","0.00"
"PAVARTAN 160 MG","_","00/00/0000","_","_","_","_","8,954","16","10,387","11","9,939","0.00","0.00"
"THEOBRON 130MG","_","00/00/0000","_","_","_","_","3,774","16","4,378","11","4,189","0.00","0.00"
"XIDANE GEL 30GRAM","_","00/00/0000","_","_","_","_","81,585","16","94,639","11","90,559","0.00","0.00"
"POWEROKSI","_","00/00/0000","_","_","_","_","12,765","16","14,807","11","14,169","0.00","0.00"
"ZITANID 2MG","_","00/00/0000","_","_","_","_","6,105","16","7,082","11","6,777","0.00","0.00"
"REGLUS XR","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","0.00"
"FORTIBOOST IMMUNO","_","00/00/0000","_","_","_","_","5,603","16","6,499","11","6,219","0.00","0.00"
"MERGLIN MOUTH RINSE SOL","_","00/00/0000","_","_","_","_","277,500","16","321,900","11","308,025","0.00","0.00"
"VERTIGOSAN 6MG","_","00/00/0000","_","_","_","_","3,164","16","3,670","11","3,512","0.00","0.00"
"REVOLAN 1200MG","_","00/00/0000","_","_","_","_","5,717","16","6,632","11","6,346","0.00","0.00"
"MARIMER HYPERTONIC","_","00/00/0000","_","_","_","_","144,300","16","167,388","11","160,173","0.00","0.00"
"EZELIN PEN","_","00/00/0000","_","_","_","_","199,800","16","231,768","11","221,778","0.00","0.00"
"PRENAGEN UHT 185","_","00/00/0000","_","_","_","_","7,659","16","8,884","11","8,501","0.00","0.00"
"VINSACORT CREAM","_","00/00/0000","_","_","_","_","14,819","16","17,190","11","16,449","0.00","0.00"
"SANPICILLIN 500MG","_","00/00/0000","_","_","_","_","1,925","16","2,252","11","2,137","0.00","0.00"
"PREGAMEP 50MG","_","00/00/0000","_","_","_","_","6,660","16","7,726","11","7,393","0.00","0.00"
"ONDANSETRON INJ","_","00/00/0000","_","_","_","_","2,109","16","2,446","11","2,341","0.00","0.00"
"PERMEN TOLAKANGIN","_","00/00/0000","_","_","_","_","1,960","16","2,274","11","2,176","0.00","20.00"
"PREGAMEP 75MG","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","0.00"
"ROSFION 20 MG TAB","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"INTORVAS 40 MG ","_","00/00/0000","_","_","_","_","11,655","16","13,520","11","12,937","0.00","0.00"
"ZIRCUM KID DROP","_","00/00/0000","_","_","_","_","25,530","16","28,338","11","29,615","0.00","0.00"
"TILSAN 25 MG TAB","_","00/00/0000","_","_","_","_","2,775","11","3,219","16","3,080","0.00","0.00"
"SANBETOIN 100MG","_","00/00/0000","_","_","_","_","1,721","16","1,996","11","1,910","0.00","0.00"
"FENOFIBRATE 300MG","_","00/00/0000","_","_","_","_","3,145","16","3,648","11","3,491","0.00","0.00"
"BUFABRON 130MG","_","00/00/0000","_","_","_","_","1,500","16","1,740","11","1,665","0.00","0.00"
"MONARIN 10MG","_","00/00/0000","_","_","_","_","9,800","16","11,368","11","10,878","0.00","0.00"
"MAXLIS 5MG","_","00/00/0000","_","_","_","_","18,500","16","21,460","11","20,535","0.00","0.00"
"TRIPID PLUS","_","00/00/0000","_","_","_","_","8,547","16","9,915","11","9,487","0.00","0.00"
"VILDAGLIPTIN 50MG","_","00/00/0000","_","_","_","_","3,747","16","4,347","11","4,159","0.00","0.00"
"GLYCORE 10GR","_","00/00/0000","_","_","_","_","29,970","16","34,765","11","33,267","0.00","0.00"
"K2 BONE","_","00/00/0000","_","_","_","_","7,548","16","8,756","11","8,378","0.00","0.00"
"VALDO 5/80","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","0.00"
"MALTIRON GOLD","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","60.00"
"ETIRO-N 5MG","_","00/00/0000","_","_","_","_","5,328","16","6,180","11","5,914","0.00","0.00"
"VARDIPIN 10/160MG","_","00/00/0000","_","_","_","_","16,095","16","18,670","11","17,865","0.00","0.00"
"SAN-B-PLEX DROP","_","00/00/0000","_","_","_","_","22,866","16","26,525","11","25,381","0.00","0.00"
"COTTON BUD SD DEWASA REF","_","00/00/0000","_","_","_","_","4,440","16","5,150","11","4,928","0.00","0.00"
"EUFORISS 2MG","_","00/00/0000","_","_","_","_","8,048","16","9,336","11","8,933","0.00","257.00"
"APIBAN DROPS","_","00/00/0000","_","_","_","_","138,750","16","160,950","11","154,013","0.00","0.00"
"TAMSULOSIN SR 0.4MG","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","0.00"
"FENOFIBRATE 100MG","_","00/00/0000","_","_","_","_","2,220","16","2,575","11","2,464","0.00","0.00"
"COMVITA-C","_","00/00/0000","_","_","_","_","2,553","16","2,961","11","2,834","0.00","0.00"
"RICOXA 90MG","_","00/00/0000","_","_","_","_","9,435","16","10,945","11","10,473","0.00","0.00"
"VALDO 10/160","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"INFUS SET DEWASA","_","00/00/0000","_","_","_","_","5,500","16","6,380","11","6,105","0.00","0.00"
"CIMANTIN 10MG","_","00/00/0000","_","_","_","_","27,750","16","33,300","11","33,300","0.00","0.00"
"PLOSSA BLUEMONTAIN","_","00/00/0000","_","_","_","_","10,343","16","11,998","11","11,481","0.00","0.00"
"LESOFAT KAPS","_","00/00/0000","_","_","_","_","8,325","20","9,657","20","9,241","0.00","0.00"
"ENGERIX-B 20MCG 1ML","_","00/00/0000","_","_","_","_","165,599","16","192,095","11","183,815","0.00","0.00"
"SIFOLIN KAPSUL","_","00/00/0000","_","_","_","_","8,880","16","10,301","11","9,857","0.00","0.00"
"PURE KIDS INHALANT 10ML","_","00/00/0000","_","_","_","_","48,840","16","56,654","11","54,212","0.00","0.00"
"KOLSIFAR 0.5MG","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","0.00"
"EFESA 0.3ML","_","00/00/0000","_","_","_","_","832,500","16","965,700","11","924,075","0.00","2.00"
"VOLTERI 8/5","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"ROVAPRO 10MG","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","0.00"
"ARGIMEP EFF PER TUBE","_","00/00/0000","_","_","_","_","55,500","16","64,380","11","61,605","0.00","0.00"
"VALPROIC ACID / SODIUM VALPROATE SYR 120ML","_","00/00/0000","_","_","_","_","73,649","16","85,433","11","81,750","0.00","0.00"
"LIDOCAIN 2% AMP","_","00/00/0000","_","_","_","_","2,331","16","2,797","11","2,797","0.00","0.00"
"NEEDLE 18 ONEMED","_","00/00/0000","_","_","_","_","27,750","16","32,190","11","30,803","0.00","0.00"
"SPUIT 5ML ONEMED","_","00/00/0000","_","_","_","_","850","20","986","20","944","0.00","0.00"
"TRIAMCINOLONE ACETONIDE INJ","_","00/00/0000","_","_","_","_","49,950","16","57,942","11","55,445","0.00","0.00"
"Q-PIN 25MG","_","00/00/0000","_","_","_","_","9,800","16","11,368","11","10,878","0.00","0.00"
"ZYPIN 5MG","_","00/00/0000","_","_","_","_","8,690","16","10,080","11","9,646","0.00","0.00"
"LAPIGIM 2/500","_","00/00/0000","_","_","_","_","6,882","16","7,983","11","7,639","0.00","0.00"
"KIFOVIR 300MG","_","00/00/0000","_","_","_","_","12,950","16","15,022","11","14,375","0.00","0.00"
"ORLISTAT 120MG","_","00/00/0000","_","_","_","_","6,660","16","7,726","11","7,393","0.00","0.00"
"BENOFOMIN 500MG","_","00/00/0000","_","_","_","_","1,332","16","1,545","11","1,479","0.00","0.00"
"ATORVASTATIN 10MG","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","0.00"
"L-VIT D3 1000IU","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","0.00"
"PLOSSA MINI REFILL","_","00/00/0000","_","_","_","_","6,000","16","6,960","11","6,660","0.00","0.00"
"PLOSSA SACHET","_","00/00/0000","_","_","_","_","2,900","16","3,364","11","3,219","0.00","0.00"
"EPSONAL 50MG","_","00/00/0000","_","_","_","_","6,117","16","7,096","11","6,790","0.00","355.00"
"RECOLIN 500MG","_","00/00/0000","_","_","_","_","18,500","16","21,460","11","20,535","0.00","0.00"
"MAXMIL TAB","_","00/00/0000","_","_","_","_","4,995","16","5,794","11","5,544","0.00","0.00"
"KETOCONAZOL 2% 10GR","_","00/00/0000","_","_","_","_","5,542","16","6,429","11","6,152","0.00","0.00"
"LIVOPI KAPSUL","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"BALSEM KAKI TIGA 20GR","_","00/00/0000","_","_","_","_","8,605","16","9,982","11","9,552","0.00","0.00"
"NUTRICAL SACH","_","00/00/0000","_","_","_","_","9,768","16","11,331","11","10,842","0.00","0.00"
"CONBIS 5 TSS","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","0.00"
"TELSTAN 40MG","_","00/00/0000","_","_","_","_","9,990","16","11,588","11","11,089","0.00","0.00"
"MICONAZOL 2% 5GR","_","00/00/0000","_","_","_","_","5,550","16","6,438","11","6,161","0.00","0.00"
"NEO PROLIVA ","_","00/00/0000","_","_","_","_","6,660","16","7,726","11","7,393","0.00","0.00"
"KID-D SYRUP 60ML","_","00/00/0000","_","_","_","_","94,350","16","109,446","11","104,729","0.00","0.00"
"CONBIS 2.5 TSS","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","0.00"
"ROVAPRO 20MG","_","00/00/0000","_","_","_","_","8,325","16","9,657","11","9,241","0.00","-30.00"
"GALVUSMET 50/850MG","_","00/00/0000","_","_","_","_","8,621","16","10,000","11","9,569","0.00","0.00"
"PLESTERIN ISI 200","_","00/00/0000","_","_","_","_","37,500","16","43,500","11","41,625","0.00","0.00"
"MAZVIT 4000","_","00/00/0000","_","_","_","_","3,700","16","4,292","11","4,107","0.00","0.00"
"ZYPIN 10MG","_","00/00/0000","_","_","_","_","14,273","16","16,557","11","15,843","0.00","0.00"
"Q-PIN 100MG","_","00/00/0000","_","_","_","_","11,574","16","13,426","11","12,847","0.00","0.00"
"TENSOR 160MG","_","00/00/0000","_","_","_","_","14,569","16","16,900","11","16,172","0.00","0.00"
"DETRIMAM 4000","_","00/00/0000","_","_","_","_","3,330","16","3,863","11","3,696","0.00","0.00"
"MOBAFER 500MCG","_","00/00/0000","_","_","_","_","2,775","16","3,219","11","3,080","0.00","0.00"
"DAILY D3 KIDS DROP","_","00/00/0000","_","_","_","_","155,400","16","180,264","11","172,494","0.00","0.00"
"GLUTIN 100MG","_","00/00/0000","_","_","_","_","15,540","16","18,026","11","17,249","0.00","0.00"
"OPIVASK 10MG","_","00/00/0000","_","_","_","_","12,765","16","14,807","11","14,169","0.00","0.00"
"CALDECE TAB","_","00/00/0000","_","_","_","_","3,641","16","4,224","11","4,042","0.00","0.00"
"EPINEPHRINE 0.1% 1ML","_","00/00/0000","_","_","_","_","7,770","16","9,013","11","8,625","0.00","0.00"
"DOPAMINE INJ 200MG/5ML","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"OSCAL 0.25MG","_","00/00/0000","_","_","_","_","10,000","16","11,600","11","11,100","0.00","0.00"
"CHOLINAAR 500MG","_","00/00/0000","_","_","_","_","12,210","16","14,164","11","13,553","0.00","0.00"
"SAGESTAM EYEOINT","_","00/00/0000","_","_","_","_","44,733","16","51,890","11","49,654","0.00","0.00"
"LIVALO 4MG","_","00/00/0000","_","_","_","_","15,263","16","17,705","11","16,942","0.00","0.00"
"FRESACTIVE SACHET","_","00/00/0000","_","_","_","_","16,539","16","19,185","11","18,358","0.00","0.00"
"VICOM-ZET","_","00/00/0000","_","_","_","_","2,276","16","2,640","11","2,526","0.00","0.00"
"SPUIT 100ML ONEMED","_","00/00/0000","_","_","_","_","25,000","16","29,000","11","27,750","0.00","0.00"
"TELSTAN 80MG","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"EZERO TAB 20/10MG","_","00/00/0000","_","_","_","_","28,081","16","32,574","11","31,170","0.00","0.00"
"PLESTERIN PER PCS","_","00/00/0000","_","_","_","_","185","16","215","11","205","0.00","0.00"
"TERM DIGITAL KULKAS","_","00/00/0000","_","_","_","_","105,000","16","121,800","11","116,550","0.00","0.00"
"INHALER LANG","_","00/00/0000","_","_","_","_","7,100","16","8,236","11","7,881","0.00","0.00"
"INVEGA INJ 100MG","_","00/00/0000","_","_","_","_","2,087,350","16","2,421,326","11","2,316,959","0.00","0.00"
"PROVE D3 DROPS","_","00/00/0000","_","_","_","_","244,200","16","283,272","11","271,062","0.00","0.00"
"ACETIN 600","_","00/00/0000","_","_","_","_","111,000","16","128,760","11","123,210","0.00","0.00"
"THERMO ONE ALPHA 2","_","00/00/0000","_","_","_","_","21,090","16","24,464","11","23,410","0.00","0.00"
"PLESTERIN KIDS PER BOX","_","00/00/0000","_","_","_","_","5,014","16","5,816","11","5,566","0.00","0.00"
"ACETIN KAPSUL","_","00/00/0000","_","_","_","_","2,664","16","3,090","11","2,957","0.00","0.00"
"HANSAPLAST KAIN ELASTIS","_","00/00/0000","_","_","_","_","5,807","16","6,736","11","6,446","0.00","0.00"
"AMOXICILLIN 500MG KIMIA FARMA","_","00/00/0000","_","_","_","_","722","16","838","11","801","0.00","0.00"
"MAXPRO DROPS","_","00/00/0000","_","_","_","_","61,050","16","70,818","11","67,766","0.00","0.00"
"HEXADOL GARGLE 60ML","_","00/00/0000","_","_","_","_","18,870","16","21,889","11","20,946","0.00","0.00"
"HYTOFAR 50MG","_","00/00/0000","_","_","_","_","11,100","16","12,876","11","12,321","0.00","0.00"
"LASAL NEBU 2.5 ML","_","00/00/0000","_","_","_","_","13,320","16","15,451","11","14,785","0.00","0.00"
"SALONPAS KOYO BIRU","0","00/00/0000","0","0","LUAR","BIASA","6,527","16","7,571","11","7,245","0.00","9.00"
"SALONPAS KOYO MERAH","0","00/00/0000","0","0","LUAR","BIASA","6,215","16","7,209","11","6,899","0.00","4.00"
"ASPAR K","0","00/00/0000","0","0","0","0","3,321","16","3,852","11","3,686","0.00","111.00"
"BETADINE KUMUR 190ML","0","00/00/0000","0","BOTOL","ORAL","BIASA","36,014","16","41,776","11","39,976","0.00","1.00"
